"SpID"	"SpeciesID"	"Description"	"LightTrap"	"Drift"	"Benthic"	"Sticky"	"Malaise"	"Pitfall"	"FishGut"	"Fish"	"RegressionA"	"RegressionB"	"Kingdom"	"Phylum"	"Class"	"Order"	"Suborder"	"Superfamily"	"Family"	"Subfamily"	"Genus"	"Species"	"Habitat"	"Stage"	"FFG"	"Notes"
413	"HEDI"	"Trichoptera: Limnephilidae: Hesperophylax designatus (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Limnephilinae"	"Hesperophylax"	"designatus"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
414	"ONUN"	"Trichoptera: Limnephilidae: Onocosmoecus unicolor (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Dicosmoecinae"	"Onocosmoecus"	"unicolor"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
415	"PSSU"	"Trichoptera: Limnephilidae: Psychoglypha subborealis (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Limnephilinae"	"Psychoglypha"	"subborealis"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
416	"TIPR"	"Trichoptera: Psychomyiidae: Tinodes provo (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Psychomyiidae"	"Psychomyiinae"	"Tinodes"	"provo"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
418	"NEOC"	"Ephemeroptera: Leptophlebiidae: Neochoroterpes spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Leptophlebioidea"	"Leptophlebiidae"	"Atalophlebiinae"	"Neochoroterpes"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
419	"LYCO"	"Araneae: Lycosidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Opisthothelae"	"Lycosoidea"	"Lycosidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorWanderer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
420	"GNAP"	"Araneae: Gnaphosidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Opisthothelae"	"Gnaphosoidea"	"Gnaphosidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorWanderer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
421	"ARAN"	"Araneae: Araneidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Araneomorphae"	"Araneoidea"	"Araneidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorWebbed"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
422	"COLA"	"Coleoptera (Larva)"	0	1	0	0	1	1	1	0	0.0077	2.91	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""	""	""	""	"Terrestrial"	"Larva"	"Generalist"	"Length-mass regression values from Benke et al. 1999, Table 2."
423	"SALT"	"Araneae: Salticidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Opisthothelae"	"Salticoidea"	"Salticidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorGround"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
424	"TETR"	"Araneae: Tetragnathidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Araneomorphae"	"Araneoidea"	"Tetragnathidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorWebbed"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
427	"DICT"	"Araneae: Dictynidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Opisthothelae"	"Dictynoidea"	"Dictynidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorWanderer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
428	"OXYO"	"Araneae: Oxyopidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Opisthothelae"	"Lycosoidea"	"Oxyopidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorWanderer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
429	"LIOC"	"Araneae: Liocranidae (Adult)"	0	0	0	0	0	1	0	0	0.05	2.74	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Opisthothelae"	"Corinnoidea"	"Liocranidae"	""	""	""	"Terrestrial"	"Adult"	"PredatorWanderer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Araneae."
431	"HYDE"	"Trichoptera: Hydropsychidae: Hydropsyche spp. (Larva)"	0	1	1	0	0	0	0	0	0.0048	2.97	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Hydropsychinae"	"Hydropsyche"	""	"Aquatic"	"Larva"	"CollectorFilterer"	"Length-mass regression values from Benke et al. 1999, Appendix 1, average of 6 species of Hydropsyche."
432	"LETR"	"Trichoptera: Hydroptilidae: Leucotrichia spp. (Larva)"	0	1	1	0	0	0	0	0	0.0056	2.83	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Spicipalpia"	"Hydroptiloidea"	"Hydroptilidae"	"Hydroptilinae"	"Leucotrichia"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Table 2, for Trichoptera."
433	"OCHR"	"Trichoptera: Hydroptilidae: Ochrotrichia spp. (Larva)"	0	1	1	0	0	0	0	0	0.0056	2.83	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Spicipalpia"	"Hydroptiloidea"	"Hydroptilidae"	"Hydroptilinae"	"Ochrotrichia"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Includes Metrichia. Taxonomy unresolved; difficult to differentiate. Metrichia may be a subgenus. Length-mass regression values from Benke et al. 1999, Table 2, for Trichoptera."
434	"CHIM"	"Trichoptera: Philopotamidae: Chimarra spp. (Larva)"	0	0	1	0	0	0	0	0	0.0044	2.65	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Philopotamoidea"	"Philopotamidae"	"Chimarrinae"	"Chimarra"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for AFDM."
435	"HELI"	"Trichoptera: Helicopsychidae: Helicopsyche spp. (Larva)"	0	0	1	0	0	0	0	0	0.01	3.09	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Sericostomatoidea"	"Helicopsychidae"	"Helicopsychinae"	"Helicopsyche"	""	"Aquatic"	"Larva"	"ScraperGrazer"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for case width."
436	"ACLA"	"Ephemeroptera: Baetidae: Acentrella spp. (Larva)"	0	1	1	0	0	0	0	0	0.0096	2.75	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Pisciforma"	"Baetoidea"	"Baetidae"	"Baetinae"	"Acentrella"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Johnston et al. 1999, Table 2.  "
438	"LEPT"	"Ephemeroptera: Leptophlebiidae (Larva)"	0	0	1	0	0	0	0	0	0.0047	2.68	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Leptophlebioidea"	"Leptophlebiidae"	""	""	""	"Aquatic"	"Larva"	"Shredder"	"Length-mass regression values from Benke et al. 1999, Table 4."
439	"CAPN"	"Plecoptera: Capniidae (Larva)"	0	1	1	0	0	0	0	0	0.0049	2.56	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Euholognatha"	"Nemouroidea"	"Capniidae"	""	""	""	"Aquatic"	"Larva"	"Shredder"	"Length-mass regression values from Benke et al. 1999, Table 4."
440	"CULL"	"Diptera: Culicidae (Larva)"	0	0	0	0	0	0	0	0	0.0025	2.69	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Culicoidea"	"Culicidae"	""	""	""	"Aquatic"	"Larva"	""	"Length-mass regression values from Benke et al. 1999, Table 2, for Diptera."
444	"HEMR"	"Diptera: Empididae: Hemerodromia spp. (Larva)"	0	1	1	0	0	0	0	0	0.004	2.65	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Empidoidea"	"Empididae"	"Hemerodromiinae"	"Hemerodromia"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for Empididae, for AFDM."
447	"MARU"	"Diptera: Psychodidae: Maruina spp. (Larva)"	0	0	1	0	0	0	0	0	0.0025	2.69	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Psychodoidea"	"Psychodidae"	"Psychodinae"	"Maruina"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Table 2, for Diptera."
448	"PROB"	"Diptera: Ceratopogonidae: Probezzia spp. (Larva)"	0	0	1	0	0	0	0	0	0.0025	2.46	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Chironomoidea"	"Ceratopogonidae"	"Ceratopogoninae"	"Probezzia"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 4, for Ceratopogonidae."
449	"TABS"	"Diptera: Tabanidae: Tabanus spp. (Larva)"	0	0	1	0	0	0	0	0	0.005	2.59	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Tabanoidea"	"Tabanidae"	"Tabaninae"	"Tabanus"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Appendix 1."
450	"CALO"	"Diptera: Stratiomyidae: Caloparyphus spp. (Larva)"	0	1	1	0	0	0	0	0	0.0025	2.69	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Stratiomyoidea"	"Stratiomyidae"	"Stratyomyinae"	"Caloparyphus"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Table 2, for Diptera."
451	"ARGI"	"Odonata: Coenagrionidae: Argia spp. (Larva)"	0	0	1	0	0	0	0	0	0.0086	2.66	"Animalia"	"Arthropoda"	"Insecta"	"Odonata"	"Zygoptera"	"Coenagrionoidea"	"Coenagrionidae"	"Argiinae"	"Argia"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Appendix 1."
452	"MCYL"	"Coleoptera: Elmidae: Microcylloepus spp. (Larva)"	0	1	1	0	0	0	0	0	0.0074	2.87	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Byrrhoidea"	"Elmidae"	"Elminae"	"Microcylloepus"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Table 4, for Elmidae."
453	"PETL"	"Lepidoptera: Crambidae: Petrophila spp. (Larva)"	0	1	1	0	0	0	0	0	0.0027	2.91	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Glossota"	"Pyraloidea"	"Crambidae"	"Nymphulinae"	"Petrophila"	""	"Aquatic"	"Larva"	"Shredder"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for AFDM."
454	"HETA"	"Odonata: Calopterygidae: Hetaerina spp. (Larva)"	0	0	1	0	0	0	0	0	0.005	2.74	"Animalia"	"Arthropoda"	"Insecta"	"Odonata"	"Zygoptera"	"Calopterygoidea"	"Calopterygidae"	"Hetaerininae"	"Hetaerina"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 4, for Calopterygidae."
455	"FUNG"	"Diptera: Sciaroidea (Superfamily) (Adult)"	1	1	0	1	1	1	1	0	0.04	2.26	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Sciaroidea"	""	""	""	""	"Terrestrial"	"Adult"	""	"Includes Sciaridae, Diadocidiidae, Ditomyiidae, Keroplatidae, Bolitophilidae, and Mycetophilidae, and Cecidomyiidae. Length-mass regression values from Sabo et al. 2002, Table 2, for Diptera. "
456	"MCYA"	"Coleoptera: Elmidae: Microcylloepus spp. (Adult)"	1	1	1	0	0	0	0	0	0.04	2.64	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Byrrhoidea"	"Elmidae"	"Elminae"	"Microcylloepus"	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Coleoptera. "
457	"TABL"	"Diptera: Tabanidae (Larva)"	0	0	1	0	0	0	0	0	0.005	2.59	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Tabanoidea"	"Tabanidae"	""	""	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 4."
460	"ELOA"	"Coleoptera: Elmidae: Optioservus spp. (Adult)"	0	1	0	0	0	0	0	0	0.04	2.64	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Byrrhoidea"	"Elmidae"	"Elminae"	"Optioservus"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Coleoptera. "
462	"LIBE"	"Odonata: Libellulidae (Larva)"	0	0	1	0	0	0	0	0	0.0076	2.8	"Animalia"	"Arthropoda"	"Insecta"	"Odonata"	"Anisoptera"	"Libelluloidea"	"Libellulidae"	""	""	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 4. "
464	"POLL"	"Trichoptera: Polycentropodidae: Polycentropus spp. (Larva)"	0	0	1	0	0	0	0	0	0.0071	2.53	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Polycentropodidae"	"Polycentropodinae"	"Polycentropus"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 4, for dry mass."
467	"NEMT"	"Diptera: Nematocera (Suborder) (Adult)"	0	1	0	1	0	0	0	0	0.1	1.57	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	""	""	""	""	""	"Intermediate"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2."
468	"ANTH"	"Ephemeroptera: Potamanthidae: Anthopotamus spp. (Adult)"	1	0	0	0	0	0	0	0	0.0071	2.83	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Potamanthoidea"	"Potamanthidae"	"Potamanthiinae"	"Anthopotamus"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Benke et al. 1999, Table 2, for Ephemeroptera. "
469	"XIPH"	"Trichoptera: Xiphocentronidae (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Xiphocentronidae"	""	""	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
470	"HETE"	"Trichoptera: Calamoceratidae: Heteroplectron spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Calamoceratidae"	"Calamoceratinae"	"Heteroplectron"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
471	"PESP"	"Ephemeroptera: Ephemeridae: Pentagenia spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemeroidea"	"Ephemeridae"	"Palingeniinae"	"Pentagenia"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
472	"MYST"	"Trichoptera: Leptoceridae: Mystacides spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Mystacides"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
473	"EPIN"	"Ephemeroptera: Ephemerellidae: Ephemerella inermis (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Ephemerellidae"	"Ephemerellinae"	"Ephemerella"	"inermis"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
474	"QUAG"	"Veneroida: Dreissenidae: Dreissena bugensis (Adult)"	0	1	1	0	0	0	1	0	0.01	2.85	"Animalia"	"Mollusca"	"Bivalvia"	"Veneroida"	"Dreissenacea"	"Dreissenoidea"	"Dreissenidae"	"Dreisseninae"	"Dreissena"	"bugensis"	"Aquatic"	"Adult"	"CollectorFilterer"	"Length-mass regression values from Benke et al. 1999, Appendix 2, average value for all species listed under Bivalvia. "
476	"DYTA"	"Coleoptera: Dytiscidae (Adult)"	1	0	0	0	0	0	0	0	0.06	2.5	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Adephaga"	"Dytiscoidea"	"Dytiscidae"	""	""	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Benke et al. 1999, Appendix 1, for Hydroporus spp."
478	"RHAG"	"Hemiptera: Veliidae: Rhagovelia spp. (Adult)"	0	0	1	0	0	0	0	0	0.0083	2.77	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Heteroptera"	"Gerroidea"	"Veliidae"	"Rhagoveliinae"	"Rhagovelia"	""	"Aquatic"	"Adult"	"Predator"	"Length-mass regression values from Benke et al. 1999, Appendix 1."
479	"TINL"	"Trichoptera: Psychomyiidae: Tinodes spp. (Larva)"	0	0	1	0	0	0	0	0	0.39	2.87	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Psychomyiidae"	"Psychomyiinae"	"Tinodes"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for Lype diversa."
480	"SILV"	"Diptera: Tabanidae: Silvius spp. (Larva)"	0	0	1	0	0	0	0	0	0.005	2.59	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Tabanoidea"	"Tabanidae"	"Chrysopsinae"	"Silvius"	""	"Aquatic"	"Larva"	""	"Length-mass regression values from Benke et al. 1999, Appendix 1, for Tabanus spp. "
481	"DIXL"	"Diptera: Dixidae: Dixa spp. (Larva)"	0	0	1	0	0	0	0	0	0.0025	2.69	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Culicoidea"	"Dixidae"	"Dixinae"	"Dixa"	""	"Aquatic"	"Larva"	""	"Length-mass regression values from Benke et al. 1999, Table 2, for Diptera."
482	"WIEL"	"Diptera: Empididae: Wiedemannia spp. (Larva)"	0	1	1	0	0	0	0	0	0.004	2.65	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Empidoidea"	"Empididae"	"Empidinae"	"Wiedemannia"	""	"Aquatic"	"Larva"	""	"Length-mass regression values from Benke et al. 1999, Appendix 1, for Empididae, for AFDM."
483	"DICL"	"Diptera: Tipulidae: Dicranota spp. (Larva)"	0	0	1	0	0	0	0	0	0.0027	2.63	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Tipuloidea"	"Tipulidae"	"Limoniinae"	"Dicranota"	""	"Aquatic"	"Larva"	""	"Length-mass regression values from Benke et al. 1999, Appendix 1, for AFDM."
485	"WIEA"	"Diptera: Empididae: Wiedemannia spp. (Adult)"	1	1	1	0	0	0	1	0	0.04	2.26	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Empidoidea"	"Empididae"	"Empidinae"	"Wiedemannia"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Diptera. "
486	"POLY"	"Trichoptera: Polycentropodidae (Larva)"	0	0	1	0	0	0	0	0	0.0047	2.7	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Polycentropodidae"	""	""	""	"Aquatic"	"Larva"	""	"Length-mass regression values from Benke et al. 1999, Table 4."
487	"RHCL"	"Trichoptera: Rhyacophilidae: Rhyacophila coloradensis (Larva)"	0	0	1	0	0	0	0	0	0.0099	2.48	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Spicipalpia"	"Rhyacophiloidea"	"Rhyacophilidae"	"Rhyacophilinae"	"Rhyacophila"	"coloradensis"	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for Rhyacophilidae spp. "
488	"CAPL"	"Plecoptera: Capniidae: Capnia spp. (Larva)"	0	0	1	0	0	0	0	0	0.004	2.48	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Euholognatha"	"Nemouroidea"	"Capniidae"	"Capniinae"	"Capnia"	""	"Aquatic"	"Larva"	""	"Length-mass regression values from Benke et al. 1999, Appendix 1, for Allocapnia spp., for AFDM."
489	"CAPA"	"Plecoptera: Capniidae (Adult)"	0	0	1	0	0	0	0	0	0.26	1.69	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Euholognatha"	"Nemouroidea"	"Capniidae"	""	""	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Plecoptera. "
490	"TAPL"	"Anura (Larva)"	0	0	1	0	0	0	0	0	NA	NA	"Animalia"	"Chordata"	"Amphibia"	"Anura"	""	""	""	""	""	""	"Aquatic"	"Larva"	""	""
492	"LYMN"	"Hygrophila: Lymnaeidae (Adult)"	0	1	1	0	0	0	0	0	0.02	2.76	"Animalia"	"Mollusca"	"Gastropoda"	"Hygrophila"	"Branchiopulmonata"	"Lymnaeoidea"	"Lymnaeidae"	""	""	""	"Aquatic"	"Adult"	""	"Possibly Fossaria? Length-mass regression values from Benke et al. 1999, Appendix 2, average of Gastropoda values."
493	"DIPP"	"Diptera (Pupa)"	0	1	0	0	0	0	0	0	0.0025	2.69	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""	""	""	""	"Terrestrial"	"Pupa"	""	"Length-mass regression values from Benke et al. 1999, Table 2, for Diptera larvae."
494	"TIPP"	"Diptera: Tipulidae (Pupa)"	0	1	0	0	0	0	0	0	0.0029	2.68	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Tipuloidea"	"Tipulidae"	""	""	""	"Aquatic"	"Pupa"	""	"Infraorder. Length-mass regression values from Benke et al. 1999, Table 4, for Tipulidae larvae."
495	"ELMA"	"Coleoptera: Elmidae (Adult)"	0	1	0	0	0	0	0	0	0.04	2.64	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Byrrhoidea"	"Elmidae"	""	""	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Coleoptera. "
496	"ODOA"	"Odonata (Adult)"	1	0	0	0	0	0	1	0	0.14	2.27	"Animalia"	"Arthropoda"	"Insecta"	"Odonata"	""	""	""	""	""	""	"Aquatic"	"Adult"	"Predator"	"Length-mass regression values from Sabo et al. 2002, Table 2."
497	"OLIG"	"Clitellata (Adult)"	0	1	1	0	0	0	1	0	0.0028	1.99	"Animalia"	"Annelida"	"Clitellata"	""	""	""	""	""	""	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Miserendino 2001, Table 1, average value for Annelida. "
498	"MANT"	"Mantodea (Adult)"	1	0	0	0	0	0	0	0	2.49	-3.62	"Animalia"	"Arthropoda"	"Insecta"	"Mantodea"	""	""	""	""	""	""	"Terrestrial"	"Adult"	""	"Length-mass regression values from Sample et al. 1993, Table 1, for Insecta. "
499	"ENOC"	"Coleoptera: Hydrophilidae: Enochrus spp. (Adult)"	1	0	0	0	0	0	0	0	0.04	2.64	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Hydrophiloidea"	"Hydrophilidae"	"Hydrophilinae"	"Enochrus"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Coleoptera. "
500	"OCTH"	"Diptera: Ephydridae: Ochthera spp. (Adult)"	1	0	0	0	0	0	0	0	0.04	2.26	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Ephydroidea"	"Ephydridae"	"Parydrinae"	"Ochthera"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Diptera. "
501	"DYTL"	"Coleoptera: Dytiscidae (Larva)"	0	1	0	0	0	0	0	0	0.0077	2.91	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Adephaga"	"Dytiscoidea"	"Dytiscidae"	""	""	""	"Aquatic"	"Larva"	"predator"	"Length-mass regression values from Benke et al. 1999, Table 2, for Coleoptera."
502	"CHEL"	"Diptera: Empididae: Chelifera spp. (Adult)"	1	1	0	0	0	0	1	0	0.04	2.26	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	"Empidoidea"	"Empididae"	"Hemerodromiinae"	"Chelifera"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Diptera. "
505	"BESP"	"Coleoptera: Hydrophilidae: Berosus spp. (Adult)"	1	0	0	0	0	0	0	0	0.04	2.64	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Hydrophiloidea"	"Hydrophilidae"	"Hydrophilinae"	"Berosus"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Coleoptera. "
506	"POLA"	"Trichoptera: Polycentropodidae (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Polycentropodidae"	""	""	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera."
507	"FISL"	"Actinopterygii (Larva)"	0	0	0	0	0	0	0	0	NA	NA	"Animalia"	"Chordata"	"Actinopterygii"	""	""	""	""	""	""	""	"Aquatic"	"Larva"	""	""
